Food Item,Rec 1,Rec 1 Location,Rec 2,Rec 2 Location,Rec 3,Rec 3 Location,Rec 4,Rec 4 Location
Arroz con Leche (v),Sausage Patty Chicken,Grill (Cafe),Grilled Cheese on Sourdough (v),Grill (Cafe),Cage Free Scrambled Eggs (v),Grill (Cafe),Sausage Patty,Grill (Cafe)
Sausage & Cheese Biscuit,Waffle (v),Grill (Cafe),Egg and Cheese Biscuit (v),Grill (Cafe),Whole Wheat French Toast (v),Grill (Cafe),Oatmeal (vgn),Grill (Cafe)
Cage Free Scrambled Eggs (v),Kosher Hot Dog,Grill (Cafe),Sausage Patty Chicken,Grill (Cafe),Ham and Cheese Crepe,Grill (Cafe),Arroz con Leche (v),Grill (Cafe)
Cage Free Scrambled Egg Whites (v),Krinkle Cut French Fries (vgn),Grill (Cafe),Mexican Style Cage Free Scrambled Egg(v),Grill (Cafe),Grilled Cheese/Tomatoes/Chiles (v),Grill (Cafe),Matzo Brei w/Raisins (v),Grill (Cafe)
Hash Browns (vgn),Grilled Cheddar on Wheat (v),Grill (Cafe),Grilled Ham & Cheddar on Wheat,Grill (Cafe),Matzo Brei w/Apples (v),Grill (Cafe),Cage Free Scrambled Greek Eggs (v),Grill (Cafe)
Waffle (v),Sausage & Cheese Biscuit,Grill (Cafe),Oatmeal (vgn),Grill (Cafe),Egg and Cheese Biscuit (v),Grill (Cafe),Whole Wheat French Toast (v),Grill (Cafe)
Multi-Grain Waffle (v),Texas French Toast (v),Grill (Cafe),Whole Wheat French Toast (v),Grill (Cafe),Egg and Cheese Biscuit (v),Grill (Cafe),Sausage & Cheese Biscuit,Grill (Cafe)
Blueberry Coffee Cake (vgn),Ginger Cookie (v),Bakery,Strawberry Muffin (v),Bakery,French Peach Crumb Pie (vgn),Bakery,Strawberry Shortcake (v),Bakery
Turkey Vegetable Soup,Hot and Sour Soup (vgn),Blue Plate Special,Lentil and Brown Rice Soup (vgn),Blue Plate Special,Gumbo Soup (vgn),Blue Plate Special,Danish Cauliflower Cheese Soup (v),Blue Plate Special
Ham Sandwich on Whole Wheat,Turkey Pastrami & Mozzarella Sandwich,Blue Plate Special,Grilled Chicken Vincenza Sandwich,Blue Plate Special,BBQ Chicken Sandwich,Blue Plate Special,Roasted Pork Loin Sandwich w/Gouda,Blue Plate Special
Kale/Peppers and Garlic (vgn),Crookneck Squash & Herbs (vgn),Blue Plate Special,Herbed Rotisserie Chicken w/Beet Dip,Blue Plate Special,Baked Ono with Garlic & Herb,Blue Plate Special,Baby Carrots with Tarragon (vgn),Blue Plate Special
Baked Potato (vgn),Mashed Red Potatoes (v),Blue Plate Special,Spinach with Fresh Garlic & Ginger (vgn),Blue Plate Special,French Cut Green Beans (vgn),Blue Plate Special,Fresh Vegetable Medley (vgn),Blue Plate Special
Beef Tostada,Chicken Entomatadas,Taqueria (East Side),Chicken Fajitas,Taqueria (East Side),Black Bean Tostada (vgn),Taqueria (East Side),Chipotle Bean Flauta (vgn),Taqueria (East Side)
Bean and Cheese Tostada (v),Chicken Tostada,Taqueria (East Side),Bean & Cheese Sope (v),Taqueria (East Side),Huevos Rancheros (v),Taqueria (East Side),Pork Morisqueta,Taqueria (East Side)
Mexican Rice (vgn),Spanish Rice w/Roasted Corn (vgn),Taqueria (East Side),Sweet Corn Tamale Casserole (vgn),Taqueria (East Side),Green Rice (vgn),Taqueria (East Side),Grilled Vegetable Tostada (vgn),Taqueria (East Side)
Refried Beans (vgn),Yellow Rice (vgn),Taqueria (East Side),Grilled Vegetable Tostada (vgn),Taqueria (East Side),Spanish Rice (vgn),Taqueria (East Side),Rice with Cilantro & Lime (vgn),Taqueria (East Side)
Flour Tortilla (vgn),Fresh Tomato Salsa (vgn),Taqueria (East Side),Wheat Tortilla (vgn),Taqueria (East Side),Roasted Chile Negro Salsa (vgn),Taqueria (East Side),Roasted Tomato and Chile Salsa (vgn),Taqueria (East Side)
Corn Tortilla (vgn),Rice with Cilantro & Onions (vgn),Taqueria (East Side),Black Bean & Rice Tostada (vgn),Taqueria (East Side),Bean & Rice Tostada (vgn),Taqueria (East Side),Refried Black Beans (vgn),Taqueria (East Side)
Wheat Tortilla (vgn),Fresh Tomato Salsa (vgn),Taqueria (East Side),Flour Tortilla (vgn),Taqueria (East Side),Roasted Chile Negro Salsa (vgn),Taqueria (East Side),Avocado Salsa (vgn),Taqueria (East Side)
Roasted Tomato and Chile Salsa (vgn),Flour Tortilla (vgn),Taqueria (East Side),Fresh Tomato Salsa (vgn),Taqueria (East Side),Wheat Tortilla (vgn),Taqueria (East Side),Roasted Chile Negro Salsa (vgn),Taqueria (East Side)
Salami Pizza,Bacon Jalapeno Pizza,Pizza,Vegetable & Jalapeno Pizza on Wheat (v),Pizza,Pineapple Pizza (v),Pizza,Hawaiian Pizza,Pizza
Pesto Cheese Pizza on Wheat Crust (v),Sausage Pizza,Pizza,Bacon Tomato Basil Pizza,Pizza,Chorizo Pizza,Pizza,Vegetable & Jalapeno Pizza (v),Pizza
Herb Breadsticks (vgn),Salami Pizza,Pizza,Pesto Bread (v),Bakery,Vegetable & Jalapeno Pizza on Wheat (v),Pizza,Assorted Meat Pizza,Pizza
Pasta Carbonara,Sweet & Sour Tofu Stir Fry (vgn),To Order,Pasta Primavera (vgn),To Order,Ginger Beef Stir Fry,To Order,Spicy Vegetable Stir Fry (vgn),To Order
Garden Vegetable Marinara Sauce (vgn),Vegetable Pad Thai with Peanut(w/nut)(v),To Order,Farfalle with Roasted Vegetables (vgn),To Order,Panfried Noodles with Vegetables (v),To Order,Chicken Fried Rice,To Order
Whole Grain Rotini (vgn),Kung Pao Pork with Peanuts (w/nuts),To Order,Goan Beef Curry w/Coconut Milk,To Order,Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),To Order,Spicy Basil Beef,To Order
Long Grain Rice (vgn),Vegetable Lo Mein (vgn),To Order,Chicken & Vegetables w/Alfredo Sauce,To Order,Chicken Fried Rice,To Order,Panfried Noodles with Vegetables (v),To Order
Brown Rice (vgn),Vegetable Tagine (vgn),To Order,Chinese Chicken w/Spring Vegetables,To Order,Vegetable Chop Suey (vgn),To Order,Indonesian Tofu Fried Rice (vgn),To Order
Char Burger,Grilled Roast Beef & Jack Sandwich,Grill (Cafe),Grass Fed Burger,Grill (Cafe),Grilled Chicken Burger,Grill (Cafe),Grilled Ham & Swiss Sandwich,Grill (Cafe)
Veggie Burger on Whole Wheat Bun (vgn),Grilled Turkey Burger on Wheat Bun,Grill (Cafe),Pancakes (v),Grill (Cafe),Whole Wheat Pancakes (v),Grill (Cafe),Banana Wheat Pancakes (v),Grill (Cafe)
Grilled Hot Dog,Grilled Tuna Melt on Sourdough,Grill (Cafe),Steak Fries (vgn),Grill (Cafe),Chicken Sausage Patty,Grill (Cafe),Cage Free Scrambled Eggs w/Bacon &Cheese,Grill (Cafe)
Krinkle Cut French Fries (vgn),Cage Free Scrambled Egg Whites (v),Grill (Cafe),Mexican Style Cage Free Scrambled Egg(v),Grill (Cafe),Grilled Cheese/Tomatoes/Chiles (v),Grill (Cafe),Matzo Brei w/Raisins (v),Grill (Cafe)
Strawberry Radicchio Salad (w/nuts)(vgn),Quinoa Salad (vgn),Salads/Deli (West Side),Dandelion Greens w/Matzo Crumbles (vgn),Salads/Deli (West Side),Thai Cucumber Salad (vgn),Salads/Deli (West Side),Cucumber wiith Tarragon Salad (vgn),Salads/Deli (West Side)
Garlic French Bread (v),Cheese Bread (v),Bakery,Roasted Garlic Roll (v),Bakery,Sourdough Roll (v),Bakery,Garlic Roll (v),Bakery
Chocolate Flan Cake (v),Ginger Cookie (v),Bakery,Strawberry Muffin (v),Bakery,French Peach Crumb Pie (vgn),Bakery,Strawberry Shortcake (v),Bakery
Minestrone Soup (vgn),Spicy Black Bean Soup (vgn),Blue Plate Special,Lentil Soup (vgn),Blue Plate Special,Potato Leek Soup (v),Blue Plate Special,New England Clam Chowder,Blue Plate Special
Tri Tip Roast,Chicken Madeira,Blue Plate Special,Stuffed Peppers (vgn),Blue Plate Special,Steamed Zucchini (vgn),Blue Plate Special,Fresh Broccoli Spears (vgn),Blue Plate Special
Rice Pilaf (vgn),Vegetable Rice Pilaf (vgn),Blue Plate Special,Creole Beans and Rice (vgn),Blue Plate Special,Steamed Red Potatoes with Parsley (vgn),Blue Plate Special,Fresh Spinach with Garlic (vgn),Blue Plate Special
Sauteed Squash with Herbs (vgn),Cacciatora Chicken,Blue Plate Special,Buffalo Chicken Drumstick,Blue Plate Special,Herb Chicken Quarters,Blue Plate Special,Roasted Carrots with Garlic (vgn),Blue Plate Special
Chicken Fajitas,Beef Tostada,Taqueria (East Side),Chicken Entomatadas,Taqueria (East Side),Black Bean Tostada (vgn),Taqueria (East Side),Chipotle Bean Flauta (vgn),Taqueria (East Side)
Bean & Rice Wet Burrito (vgn),Beef and Bean Burrito,Taqueria (East Side),Black Bean and Rice Burrito (vgn),Taqueria (East Side),Ground Beef Soft Taco,Taqueria (East Side),Braised Brisket Taco,Taqueria (East Side)
Turkey Stir Fry with Brown Rice,Greek Pasta w/Feta Tomato & Spinach (v),To Order,Chicken & Veggie Stir Fry w/Brown Rice,To Order,Pork Stir Fry with Green Beans,To Order,Spicy Veg. Stir Fry w/Brown Rice (vgn),To Order
Pineapple & Tofu Fried Rice (vgn),Vegetable Curry (vgn),To Order,Indonesian Tofu Fried Rice (vgn),To Order,Chinese Chicken w/Spring Vegetables,To Order,Vegetable Tagine (vgn),To Order
Wild Rice Garden Salad (vgn),Asparagus Matzo Salad (vgn),Salads/Deli (West Side),Greek Salad (v),Salads/Deli (West Side),Three Bean Salad (vgn),Salads/Deli (West Side),Cucumber wiith Tarragon Salad (vgn),Salads/Deli (West Side)
Whole Wheat Sunflower Roll (v),Three Grain Roll (v),Bakery,Cheese Bread (v),Bakery,Garlic French Bread (v),Bakery,Onion Bread (v),Bakery
White Cake with Chocolate Frosting (v),Kahlua Chocolate Cake (v),Bakery,Raspberry Cream Coffee Cake (w/nuts) (v),Bakery,Spice & Walnut Cake (w/nuts) (v),Bakery,Banana Cream Pie (v),Bakery
Oatmeal (vgn),Waffle (v),Grill (Cafe),Sausage & Cheese Biscuit,Grill (Cafe),Egg and Cheese Biscuit (v),Grill (Cafe),Whole Wheat French Toast (v),Grill (Cafe)
Ham & Egg Breakfast Sandwich,Grilled Chicken Breast Sandwich,Grill (Cafe),Chipotle Bean Burger (vgn),Grill (Cafe),Chorizo Breakfast Burrito,Grill (Cafe),Vegetable Breakfast Burrito (v),Grill (Cafe)
Sausage Patty,Grilled Cheese on Sourdough (v),Grill (Cafe),Sausage Link,Grill (Cafe),Arroz con Leche (v),Grill (Cafe),Grilled Ham,Grill (Cafe)
Diced Potatoes with Onions (vgn),Chicken Corn Dog,Grill (Cafe),Vegetable Frittata (v),Grill (Cafe),Cage Free Scrambled Eggs Vegetables (v),Grill (Cafe),Sliced Potato with Onions (vgn),Grill (Cafe)
Strawberry Bread (v),Onion Roll (v),Bakery,Olive Roll (v),Bakery,Whole Wheat Banana Bread (v),Bakery,Focaccia Bread (vgn),Bakery
Bagels-Breads & Cereals- See for Choices,Pecan Pie Bar (w/nuts) (v),Bakery,Rocky Road Tart (w/nuts),Bakery,Pumpkin & Walnut Muffin (w/nuts) (v),Bakery,Chocolate Chip Cake (v),Bakery
Lentil and Brown Rice Soup (vgn),Gumbo Soup (vgn),Blue Plate Special,Chicken Noodle Soup,Blue Plate Special,Hot and Sour Soup (vgn),Blue Plate Special,Turkey Vegetable Soup,Blue Plate Special
Grilled Chicken Vincenza Sandwich,BBQ Chicken Sandwich,Blue Plate Special,Roasted Pork Loin Sandwich w/Gouda,Blue Plate Special,Ham Sandwich on Whole Wheat,Blue Plate Special,Philly Cheese Steak Sandwich,Blue Plate Special
Mixed Vegetables (vgn),Tilapia w/Red Curry Sauce & Rice,Blue Plate Special,Wild Rice Pilaf (vgn),Blue Plate Special,Steamed Vegetables & Rice (vgn),Blue Plate Special,Baked Sweet Potato (vgn),Blue Plate Special
Baked Sweet Potato (vgn),Green Beans (vgn),Blue Plate Special,Steamed Vegetables & Rice (vgn),Blue Plate Special,Tilapia w/Red Curry Sauce & Rice,Blue Plate Special,Mixed Vegetables (vgn),Blue Plate Special
Huevos Rancheros (v),Pork Morisqueta,Taqueria (East Side),Chicken Nachos,Taqueria (East Side),Beef Fajita,Taqueria (East Side),Bean & Cheese Sope (v),Taqueria (East Side)
Vegetarian Morisqueta (v),Beef Birria,Taqueria (East Side),Beef Nachos,Taqueria (East Side),Chicken Sope,Taqueria (East Side),Beef Fajita,Taqueria (East Side)
Rice with Cilantro & Onions (vgn),Corn Tortilla (vgn),Taqueria (East Side),Black Bean & Rice Tostada (vgn),Taqueria (East Side),Bean & Rice Tostada (vgn),Taqueria (East Side),Vegetable Empanada (v),Taqueria (East Side)
Black Beans (vgn),Pinto Beans (vgn),Taqueria (East Side),Chicken and Rice Tostada,Taqueria (East Side),Vegetable Empanada (v),Taqueria (East Side),Rice with Cilantro & Onions (vgn),Taqueria (East Side)
Roasted Chile Negro Salsa (vgn),Avocado Salsa (vgn),Taqueria (East Side),Fire Roasted Tomato Salsa (vgn),Taqueria (East Side),Wheat Tortilla (vgn),Taqueria (East Side),Fresh Tomato Salsa (vgn),Taqueria (East Side)
Sausage Pizza,Pesto Cheese Pizza on Wheat Crust (v),Pizza,Bacon Tomato Basil Pizza,Pizza,Vegetable & Jalapeno Pizza (v),Pizza,Tomato Basil Pizza on Wheat (v),Pizza
Veggie Pizza w/Cilantro Pesto (vgn),Chicken Garlic Pesto Pizza,Pizza,Three Cheese Pizza on Wheat (v),Pizza,Mexican Pizza (vgn),Pizza,Pepperoni Pizza,Pizza
Ginger Beef Stir Fry,Pasta Carbonara,To Order,Sweet & Sour Tofu Stir Fry (vgn),To Order,Pasta Primavera (vgn),To Order,Teriyaki Chicken Stir Fry,To Order
Tofu Vegetable Stir Fry (vgn),Orange Chicken Stir Fry,To Order,Sweet & Sour Chicken Stir Fry,To Order,Penne with Chicken & Mushrooms,To Order,Wheat Penne Pasta (vgn),To Order
Wild Rice Blend (vgn),Vegetable Chow Mein (vgn),To Order,Vegetable Chop Suey (vgn),To Order,Brown Rice (vgn),To Order,Vegetable Tagine (vgn),To Order
Cheeseburger,Grilled Ham & Swiss Sandwich,Grill (Cafe),Grilled Chicken Burger,Grill (Cafe),Turkey Burger with BBQ Sauce on Wheat,Grill (Cafe),Grass Fed Burger,Grill (Cafe)
Black Bean Burger (vgn),Grilled Chicken Breast Sandwich,Grill (Cafe),Ham & Egg Breakfast Sandwich,Grill (Cafe),Chipotle Bean Burger (vgn),Grill (Cafe),Chorizo Breakfast Burrito,Grill (Cafe)
Grilled Cheese on Sourdough (v),Sausage Patty,Grill (Cafe),Sausage Link,Grill (Cafe),Arroz con Leche (v),Grill (Cafe),Sausage Patty Chicken,Grill (Cafe)
Steak Fries (vgn),Grilled Tuna Melt on Sourdough,Grill (Cafe),Grilled Hot Dog,Grill (Cafe),Chicken Sausage Patty,Grill (Cafe),Cage Free Scrambled Eggs w/Bacon &Cheese,Grill (Cafe)
Taco Salad (v),Ground Beef Soft Taco,Taqueria (East Side),Vegetable Breakfast Burrito (v),Grill (Cafe),Black Bean Burger (vgn),Grill (Cafe),Yogurt Potato Salad (v),Salads/Deli (West Side)
Pesto Rolls (v),Chocolate Cherry Bread (v),Bakery,Banana Nut Bread (w/nuts) (v),Bakery,Pesto Bread (v),Bakery,Cranberry Orange Bread (w/nuts) (v),Bakery
Chocolate Chocolate Chip Bar (v),Toll House Pie (v),Bakery,Blueberry Scone (vgn),Bakery,Cherry Cobbler (vgn),Bakery,Oatmeal Raisin Walnut Cookie (w/nuts)(v),Bakery
Hearty Vegetable Soup (vgn),Curried Chicken Soup,Blue Plate Special,French Onion Soup (vgn),Blue Plate Special,Vegetable Beef Soup,Blue Plate Special,Matzo Ball Soup,Blue Plate Special
Turkey Meatloaf,Turkey Gravy,Blue Plate Special,Lemon Beurre Blanc (v),Blue Plate Special,Broccoli Florette (vgn),Blue Plate Special,Blackened Catfish,Blue Plate Special
Spinach Rice Casserole (v),Vegetable Medley (vgn),Blue Plate Special,Roasted Potato Wedges (vgn),Blue Plate Special,Green Beans (vgn),Blue Plate Special,Baked Sweet Potato (vgn),Blue Plate Special
Sauteed Spinach w/ Onion & Garlic (vgn),Potato Latkes (v),Blue Plate Special,Pineapple Rice (vgn),Blue Plate Special,Roasted Potato Halves (vgn),Blue Plate Special,Brown Rice Artichoke Casserole (v),Blue Plate Special
Beef Birria,Vegetarian Morisqueta (v),Taqueria (East Side),Beef Nachos,Taqueria (East Side),Chicken Sope,Taqueria (East Side),Beef Fajita,Taqueria (East Side)
Broccoli & Cauliflower Quesadilla (v),Turkey Chorizo Quesadilla,Taqueria (East Side),Potato Taco (vgn),Taqueria (East Side),Chicken Chile Verde Burrito,Taqueria (East Side),Roasted Vegetable Quesadilla (v),Taqueria (East Side)
Fettuccine with Mustard Chicken Sauce,Creamy Pesto Sauce (v),To Order,White Clam Sauce,To Order,Creamy Bolognese Sauce,To Order,Mushroom Marinara Sauce (vgn),To Order
Mushroom Marinara Sauce (vgn),Meat Sauce,To Order,Pesto Sauce (v),To Order,Tortellini with Creamy Pesto Sauce,To Order,Creamy Bolognese Sauce,To Order
Chickpea Salad (vgn),Santa Fe Salad (vgn),Salads/Deli (West Side),Southwestern Chopped Salad (v),Salads/Deli (West Side),Tabouli Salad (vgn),Salads/Deli (West Side),Dandelion Greens w/Matzo Crumbles (vgn),Salads/Deli (West Side)
Whole Wheat Sourdough Bread (v),Chocolate Cherry Bread (v),Bakery,Banana Nut Bread (w/nuts) (v),Bakery,Pesto Bread (v),Bakery,Cranberry Orange Bread (w/nuts) (v),Bakery
Zucchini Cake w/Cr Chz Icing (w/nuts)(v),Italian Cream Cake (v),Bakery,White Cake with Chocolate Frosting (v),Bakery,Brownie (w/nuts) (v),Bakery,Kahlua Chocolate Cake (v),Bakery
Cream of Wheat (vgn),Blintz with Strawberry Compote (v),Grill (Cafe),Steak Fries (vgn),Grill (Cafe),Grilled Tuna Melt on Sourdough,Grill (Cafe),Grilled Hot Dog,Grill (Cafe)
Cage Free Scrambled Eggs w/Bacon &Cheese,Matzo Brei (v),Grill (Cafe),Chicken Sausage Patty,Grill (Cafe),Cage Free Scrambled Greek Eggs (v),Grill (Cafe),Grilled Ham & Cheddar on Wheat,Grill (Cafe)
Tater Tots (vgn),Matzo Brei w/Raisins (v),Grill (Cafe),Ham and Cheese Crepe,Grill (Cafe),Kosher Hot Dog,Grill (Cafe),Krinkle Cut French Fries (vgn),Grill (Cafe)
Lemon Scone (vgn),Mexican Chocolate Cake (v),Bakery,Zebra Bar (w/nuts) (v),Bakery,Lemon & Walnut Sponge Cake (w/nuts) (v),Bakery,Chocolate Chip Scone (vgn),Bakery
Hot and Sour Soup (vgn),Turkey Vegetable Soup,Blue Plate Special,Lentil and Brown Rice Soup (vgn),Blue Plate Special,Gumbo Soup (vgn),Blue Plate Special,Chicken Noodle Soup,Blue Plate Special
Patty Melt,Fresh Steamed Carrots (vgn),Blue Plate Special,Cauliflower & Red Bell Pepper (vgn),Blue Plate Special,Roast Beef,Blue Plate Special,Char Grilled Pork Chop,Blue Plate Special
Fresh Broccoli Spears (vgn),Steamed Zucchini (vgn),Blue Plate Special,Tri Tip Roast,Blue Plate Special,Fresh Sauteed Carrots (vgn),Blue Plate Special,Carrots with Tarragon (vgn),Blue Plate Special
Chicken Fried Taco,"Potato ""Chorizo"" Burrito (vgn)",Taqueria (East Side),Beef and Bean Burrito,Taqueria (East Side),Bean & Rice Wet Burrito (vgn),Taqueria (East Side),Braised Brisket Taco,Taqueria (East Side)
Grilled Vegetable Tostada (vgn),Refried Beans (vgn),Taqueria (East Side),Yellow Rice (vgn),Taqueria (East Side),Green Rice (vgn),Taqueria (East Side),Spanish Rice (vgn),Taqueria (East Side)
Spanish Rice (vgn),Rice with Cilantro & Lime (vgn),Taqueria (East Side),Yellow Rice (vgn),Taqueria (East Side),Refried Beans (vgn),Taqueria (East Side),Refried Black Beans (vgn),Taqueria (East Side)
Avocado Salsa (vgn),Roasted Chile Negro Salsa (vgn),Taqueria (East Side),Fire Roasted Tomato Salsa (vgn),Taqueria (East Side),Ranchero Salsa (vgn),Taqueria (East Side),Wheat Tortilla (vgn),Taqueria (East Side)
Buffalo Chicken Pizza,Vegetable Pizza on Wheat (v),Pizza,Pepperoni Pizza,Pizza,Three Cheese Pizza on Wheat (v),Pizza,Chicken Garlic Pesto Pizza,Pizza
Tomato Basil Pizza (v),Cheese Pizza (v),Pizza,Roasted Tomato & Basil Pizza (v),Pizza,Canadian Bacon Pizza,Pizza,Mushroom Pizza (v),Pizza
Cheese Tortellini with Marinara,Spicy Basil Beef,To Order,Whole Grain Rotini (vgn),To Order,Kung Pao Pork with Peanuts (w/nuts),To Order,Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),To Order
Wheat Pasta w/Tomato & Basil (vgn),Lemon Ginger Tofu Stir Fry (vgn),To Order,Veggie Stir Fry w/Thai Chili Sauce (vgn),To Order,Fettuccine Pasta (vgn),To Order,Spicy Veg. Stir Fry w/Brown Rice (vgn),To Order
Grass Fed Burger,Grilled Chicken Burger,Grill (Cafe),Grilled Ham & Swiss Sandwich,Grill (Cafe),Cheeseburger,Grill (Cafe),Turkey Burger with BBQ Sauce on Wheat,Grill (Cafe)
Malibu Burger (vgn),Char Burger,Grill (Cafe),Grilled Roast Beef & Jack Sandwich,Grill (Cafe),Grass Fed Burger,Grill (Cafe),Grilled Chicken Burger,Grill (Cafe)
Grilled Ham & Cheddar on Wheat,Cage Free Scrambled Greek Eggs (v),Grill (Cafe),Matzo Brei (v),Grill (Cafe),Cage Free Scrambled Eggs w/Bacon &Cheese,Grill (Cafe),Chicken Sausage Patty,Grill (Cafe)
Greek Salad (v),Asparagus Matzo Salad (vgn),Salads/Deli (West Side),Wild Rice Garden Salad (vgn),Salads/Deli (West Side),Three Bean Salad (vgn),Salads/Deli (West Side),Tangy Cool Noodle Salad (vgn),Salads/Deli (West Side)
Sourdough Roll (v),Garlic Roll (v),Bakery,Roasted Garlic Roll (v),Bakery,Whole Wheat Roll (v),Bakery,Garlic French Bread (v),Bakery
Oatmeal Raisin Walnut Cookie (w/nuts)(v),Confetti Cake w/Butter Cream Icing (v),Bakery,Blueberry Scone (vgn),Bakery,Brownie (w/nuts) (v),Bakery,Toll House Pie (v),Bakery
Bean & Barley Soup (vgn),Fish Cake,Blue Plate Special,Fish Sandwich on Wheat Bun w/Tartar Sauc,Blue Plate Special,Mushroom Barley Soup (vgn),Blue Plate Special,BBQ Beef on Bun,Blue Plate Special
Pork Loin Roast with Garlic & Ginger,Teriyaki Chicken,Blue Plate Special,Pork Loin Roast,Blue Plate Special,Cauliflower and Broccoli (vgn),Blue Plate Special,Salisbury Steaks,Blue Plate Special
Pineapple Rice (vgn),Brown Rice Artichoke Casserole (v),Blue Plate Special,Sauteed Spinach w/ Onion & Garlic (vgn),Blue Plate Special,Steamed Green Beans (vgn),Blue Plate Special,Potato Latkes (v),Blue Plate Special
Steamed Green Beans (vgn),Brown Rice Artichoke Casserole (v),Blue Plate Special,Pineapple Rice (vgn),Blue Plate Special,Sauteed Spinach w/ Onion & Garlic (vgn),Blue Plate Special,Potato Latkes (v),Blue Plate Special
BBQ Chicken Quesadilla,Beef Enchilada,Taqueria (East Side),Grilled Vegetable Soft Taco (vgn),Taqueria (East Side),Fish Taco,Taqueria (East Side),Beef Hard Shell Taco,Taqueria (East Side)
Vegetable Soft Taco (vgn),Beef Fried Taco,Taqueria (East Side),Chicken and Black Bean Burrito,Taqueria (East Side),Potato Vegetable Taco (vgn),Taqueria (East Side),Quesadilla w/Roasted Poblano Chile (v),Taqueria (East Side)
Tomato Basil Pizza on Wheat (v),Vegetable & Jalapeno Pizza (v),Pizza,Bacon Tomato Basil Pizza,Pizza,Roasted Tomato & Basil Wheat Pizza (v),Pizza,Three Cheese Pizza (v),Pizza
Kung Pao Pork with Peanuts (w/nuts),Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),To Order,Goan Beef Curry w/Coconut Milk,To Order,Whole Grain Rotini (vgn),To Order,Beef Pad Thai with Peanuts (w/nuts),To Order
Teriyaki Tofu Stir Fry (vgn),Penne with Chicken & Mushrooms,To Order,Chinese Vegetable Stir Fry (vgn),To Order,Wheat Penne Pasta (vgn),To Order,Korean Beef Stir Fry with Rice,To Order
Cucumber wiith Tarragon Salad (vgn),Thai Cucumber Salad (vgn),Salads/Deli (West Side),Wild Rice Garden Salad (vgn),Salads/Deli (West Side),Asparagus Matzo Salad (vgn),Salads/Deli (West Side),Greek Salad (v),Salads/Deli (West Side)
Olive Roll (v),Strawberry Bread (v),Bakery,Onion Roll (v),Bakery,Whole Wheat Banana Bread (v),Bakery,Focaccia Bread (vgn),Bakery
Toll House Pie (v),Chocolate Chocolate Chip Bar (v),Bakery,Blueberry Scone (vgn),Bakery,Cherry Cobbler (vgn),Bakery,Oatmeal Raisin Walnut Cookie (w/nuts)(v),Bakery
7 Grain Hot Cereal (vgn),Oatmeal (vgn),Grill (Cafe),Waffle (v),Grill (Cafe),Sausage & Cheese Biscuit,Grill (Cafe),Egg and Cheese Biscuit (v),Grill (Cafe)
Banana Wheat Pancakes (v),Whole Wheat Pancakes (v),Grill (Cafe),Pancakes (v),Grill (Cafe),Grilled Turkey Burger on Wheat Bun,Grill (Cafe),Veggie Burger on Whole Wheat Bun (vgn),Grill (Cafe)
Sliced Potato with Onions (vgn),Cage Free Scrambled Eggs Vegetables (v),Grill (Cafe),Vegetable Frittata (v),Grill (Cafe),Chicken Corn Dog,Grill (Cafe),Diced Potatoes with Onions (vgn),Grill (Cafe)
Donut Muffin (v),Ginger Cookie (v),Bakery,Fresh Strawberry Pie,Bakery,Strawberry Muffin (v),Bakery,French Peach Crumb Pie (vgn),Bakery
New England Clam Chowder,Chicken Vegetable Soup,Blue Plate Special,Beef Noodle Soup,Blue Plate Special,Potato Leek Soup (v),Blue Plate Special,Lentil Soup (vgn),Blue Plate Special
BBQ Beef on Bun,Fish Cake,Blue Plate Special,Mushroom Barley Soup (vgn),Blue Plate Special,Fish Sandwich on Wheat Bun w/Tartar Sauc,Blue Plate Special,Bean & Barley Soup (vgn),Blue Plate Special
Roasted Carrots with Garlic (vgn),Herb Chicken Quarters,Blue Plate Special,Buffalo Chicken Drumstick,Blue Plate Special,Sauteed Squash with Herbs (vgn),Blue Plate Special,Cacciatora Chicken,Blue Plate Special
Italian Fish Taco,Calabacitas Taco (vgn),Taqueria (East Side),Chicken Quesadilla,Taqueria (East Side),Black Bean & Rice Quesadilla (v),Taqueria (East Side),Turkey Hard Taco,Taqueria (East Side)
Black Bean and Rice Burrito (vgn),"Potato ""Chorizo"" Burrito (vgn)",Taqueria (East Side),Beef and Bean Burrito,Taqueria (East Side),Chicken Fried Taco,Taqueria (East Side),Bean & Rice Wet Burrito (vgn),Taqueria (East Side)
Fresh Tomato Salsa (vgn),Flour Tortilla (vgn),Taqueria (East Side),Wheat Tortilla (vgn),Taqueria (East Side),Roasted Chile Negro Salsa (vgn),Taqueria (East Side),Roasted Tomato and Chile Salsa (vgn),Taqueria (East Side)
Chicken Florentine Pizza w/White Sauce,Vegetable Pizza (v),Pizza,Chorizo Pizza,Pizza,Ham Pizza,Pizza,Pesto Cheese Pizza on Wheat Crust (v),Pizza
Three Cheese Pizza (v),Roasted Tomato & Basil Wheat Pizza (v),Pizza,Vegetable & Jalapeno Pizza (v),Pizza,Tomato Basil Pizza on Wheat (v),Pizza,Cheese Pizza (v),Pizza
