Food Item,Rec 1,Rec 1 Location,Rec 2,Rec 2 Location,Rec 3,Rec 3 Location,Rec 4,Rec 4 Location
Mushroom Barley Soup (vgn),Tamale Pie Vegetarian (v),Euro,Matzo Pie (w/nuts) (vgn),Euro,Black and White Brownie (v),Bakery,Raspberry Scone (v),Bakery
Patty Melt,Eggplant Parmesan Casserole (v),Euro,Eggplant Parmigiano (v),Euro,Herb Stuffing,Euro,Couscous (vgn),Euro
Garden Burger Patty Melt (v),Chicken Caesar Sandwich,Euro,Herb Marinated Fish Taco,Euro,BBQ Beef Sandwich,Euro,Chicken Chile Verde & Black Bean Burrito,Euro
Blueberry Muffin (vgn),Confetti Cake (v),Bakery,Ginger with Cardamom Scone (v),Bakery,Banana Macadamia Nut Cake (w/nuts) (v),Bakery,Rice Krispie Treat,Bakery
Banana Coffee Cake (w/nuts) (v),Brownie (w/nuts) (v),Bakery,Butterscotch Pecan Bar (w/nuts) (v),Bakery,Chocolate Chip Cake Kahlua (v),Bakery,Sweet Rice Cake (w/nuts) (vgn),Bakery
Chinese Chicken with Summer Vegetables,Chinese Style Tofu & Vegetables (vgn),Mongolian Grill,Chicken Fried Rice,Mongolian Grill,Vegetable Fried Rice (v),Mongolian Grill,Pork Fried Rice,Mongolian Grill
Handmade Vegetable Egg Roll (v),Vegetable Teriyaki Rice Bowl (vgn),Mongolian Grill,Vegetable Chop Suey (vgn),Mongolian Grill,Vegetable Pad Thai (w/nuts) (vgn),Mongolian Grill,Green Curry Beef on Rice Noodle,Mongolian Grill
Beef Albondigas Soup,Spicy Black Bean Soup (v),Mongolian Grill,Tortilla Chicken Soup,Mongolian Grill,Broccoli Garlic Soup (vgn),Mongolian Grill,Vegetable Beef Soup,Mongolian Grill
Pork Loin Roast With Garlic and Ginger,Rotisserie Chicken,Euro,Three Bean Pilaf (vgn),Euro,Steamed Crookneck Squash (vgn),Euro,Buttermilk Chicken Fried,Euro
Baked Acorn Squash (v),Potato Garlic Mashed (v),Euro,Steamed Vegetables & Brown Rice (vgn),Euro,Indian Lentils w/Long Grain Rice (vgn),Euro,Fresh Corn on the Cob (vgn),Euro
Bowtie Pasta (vgn),Rotini Pasta (vgn),Pasta,Linguini Pasta (vgn),Pasta,Penne Pasta (vgn),Pasta,Pasta Shells w/Eggplant & Marinara (vgn),Pasta
Marinara Sauce (vgn),Creamy Rosemary Sauce (v),Pasta,Roasted Pepper Tomato Sausage Sauce,Pasta,Sun Dried Tomato Sauce (vgn),Pasta,Meat Sauce,Pasta
Ham & Cheese Pizza,Buffalo Chicken Pizza,Pizza,Quattro Formaggio Pizza on Wheat (v),Pizza,Arugula & Artichoke Pizza on White (v),Pizza,Pineapple & Jalapeno Pizza on White (v),Pizza
Pesto and Vegetable Pizza on Wheat (v),Sausage Olive Pizza,Pizza,Roasted Garlic Onion & Pepper Pizza (v),Pizza,Chicken Florentine Pizza w/White Sauce,Pizza,Traditional Cheese Pizza on Wheat (v),Pizza
Jalapeno Cornbread (v),Potato Roll (v),Bakery,Cornbread with Honey Butter (v),Bakery,Raspberry Scone (v),Bakery,Sweet Rice Cake (w/nuts) (vgn),Bakery
Key Lime Pie (v),Blueberry Coffee Cake (v),Bakery,Nut & Seed Bar (w/nuts) (vgn),Bakery,Lemon Bar (v),Bakery,Oatmeal Raisin Cookie (v),Bakery
Breakfast Burrito (v),Reuben Sandwich,Grill (Cafe),Grilled Vegetable Burger (vgn),Grill (Cafe),Black Bean Burger (vgn),Grill (Cafe),Grilled Chicken Burger,Grill (Cafe)
Raspberry White Chocolate Muffin (v),Yellow Cake with Mocha Frosting (v),Bakery,Bran Muffin (v),Bakery,Coconut Poke Cake (v),Bakery,Lemon Scone (vgn),Bakery
Vegetable Teriyaki Rice Bowl (vgn),Handmade Vegetable Egg Roll (v),Mongolian Grill,Vegetable Pad Thai (w/nuts) (vgn),Mongolian Grill,Vegetable Chop Suey (vgn),Mongolian Grill,Green Curry Beef on Rice Noodle,Mongolian Grill
Waldorf Walnut Salad (w/nuts) (v),Italian Bread Salad (v),Salads,Carrot & Raisin Salad (v),Salads,Chinese Broccoli Salad (vgn),Salads,Quinoa Salad w/Lemon Herb Veggies (vgn),Salads
Macaroni Goulash,Tamales de Rajas,Euro,Honey Baked Chicken Quarters,Euro,Sauteed Yellow Squash with Herbs (vgn),Euro,Green Chili & Cheese Tamales (vgn),Euro
Vegetable Taco (v),Asian Fish Taco,Euro,Smoked Pork Loin and Gouda Sandwich,Euro,Quesadilla (v),Euro,Chicken Enchilada,Euro
Olive Mushroom Pizza on White (v),Assorted Meat Pizza,Pizza,Pepperoni Pizza,Pizza,Pineapple & Jalapeno Pizza on Wheat (v),Pizza,Sausage Pizza,Pizza
Thai Tom Ka Soup w/Tofu (vgn),Chicken Noodle Soup,Grill (Cafe),Danish Cauliflower Cheese Soup (v),Grill (Cafe),Classic Miso Soup,Grill (Cafe),Chicken Vegetable Soup,Grill (Cafe)
Grilled Tuna & Swiss on Sourdough,Bacon,Grill (Cafe),Machaca de Jalisco Eggs,Grill (Cafe),Grits (vgn),Grill (Cafe),Cage Free Scrambled Egg Whites (v),Grill (Cafe)
Potato Roll (v),Jalapeno Cornbread (v),Bakery,Cornbread with Honey Butter (v),Bakery,Raspberry Scone (v),Bakery,Sweet Rice Cake (w/nuts) (vgn),Bakery
Brownie (w/nuts) (v),Banana Coffee Cake (w/nuts) (v),Bakery,Chocolate Chip Cake Kahlua (v),Bakery,Bibingka Filipino Coconut Cake (v),Bakery,Applesauce Coffee Cake (v),Bakery
Pork Fried Rice,Vegetable Fajita (v),Mongolian Grill,Vegetable Fried Rice (v),Mongolian Grill,Chinese Chicken with Summer Vegetables,Mongolian Grill,Chicken Fried Rice,Mongolian Grill
Vegetable Tagine (vgn),Vegetable Chow Mein (vgn),Mongolian Grill,Brown Rice (vgn),Mongolian Grill,Green Curry Beef on Rice Noodle,Mongolian Grill,Vegetable Pad Thai (w/nuts) (vgn),Mongolian Grill
Spicy Navy Bean Soup (vgn),Tortilla Chicken Soup,Mongolian Grill,Spicy Black Bean Soup (v),Mongolian Grill,Beef Albondigas Soup,Mongolian Grill,Broccoli Garlic Soup (vgn),Mongolian Grill
Chicken Chile Verde & Black Bean Burrito,BBQ Beef Sandwich,Euro,Herb Marinated Fish Taco,Euro,Garden Burger Patty Melt (v),Euro,Chicken Caesar Sandwich,Euro
Steamed Carrots (vgn),Roast Beef,Euro,Mushroom Gravy,Euro,Chili Black Bean (vgn),Euro,Garlic Mushroom Turnover (v),Euro
Green Salsa (vgn),Guava Rum BBQ Sauce (vgn),Euro,Rockfish with Red Curry Sauce,Euro,Fire Roasted Tomato Chipotle Salsa (vgn),Euro,Boneless Breaded Cajun Pork Chop,Euro
Oven Roasted Tomato (vgn),Sauteed Zucchini (vgn),Euro,Sauteed Fresh Carrots (vgn),Euro,Fresh Broccoli Spears (vgn),Euro,Baby Carrots with Tarragon (vgn),Euro
Pasta Carbonara,Pasta Shells w/Eggplant & Marinara (vgn),Pasta,Whole Wheat Pasta Rigate (vgn),Pasta,Pasta Pronto (vgn),Pasta,Fresh Tomato Basil Garlic Pasta (vgn),Pasta
Cracked Wheat Bread (v),Cinnamon Roll (v),Bakery,Roll Herb Whole Wheat (v),Bakery,Lemon Bread (v),Bakery,Chocolate Chip Banana Bread (v),Bakery
Cream Cheese Pie (v),Cowboy Cookie Bar (v),Bakery,Chocolate Matzo Cake Passover Friendl(v),Bakery,Zebra Bar (w/nuts) (v),Bakery,Cookies 'n Cream Cake (v),Bakery
Sausage Biscuits & Gravy,Fluffy Whole Wheat Waffles (v),Grill (Cafe),Oatmeal (vgn),Grill (Cafe),Whole Wheat French Toast (v),Grill (Cafe),Make Your Own Waffle (v),Grill (Cafe)
Whole Wheat Banana Muffin (vgn),Black and White Brownie (v),Bakery,Orange Scone (v),Bakery,Banana Coffee Cake (w/nuts) (v),Bakery,Yellow Cake with Chocolate Icing (v),Bakery
Vegetable Chop Suey (vgn),Handmade Vegetable Egg Roll (v),Mongolian Grill,Vegetable Teriyaki Rice Bowl (vgn),Mongolian Grill,Spicy Tofu w/Vegetables & Noodles (vgn),Mongolian Grill,Tofu Vegetable Coconut Curry (vgn),Mongolian Grill
Cucumber & Onion Salad (vgn),Arugula Salad with Goat Cheese (v),Salads,Ensalada de Chivo (Salpicon Style Goat),Salads,Spinach Pecan Bacon & Cran Salad (w/nut),Salads,Gazpacho Salad (vgn),Salads
Yogurt Potato Salad (v),Crunchy Fruit Salad (v),Salads,Festive Rice Fruit Salad (w/nuts) (vgn),Salads,Gazpacho Salad (vgn),Salads,Bermuda Salad (v),Salads
Japanese Chicken Curry,Sauteed Zucchini (vgn),Euro,Sauteed Fresh Carrots (vgn),Euro,Fresh Broccoli Spears (vgn),Euro,Baby Carrots with Tarragon (vgn),Euro
Japanese Curry (v),Spanakopita Triangles (V),Euro,Tonkatsu,Euro,Couscous (vgn),Euro,Herb Stuffing,Euro
Pickled Scallions - Rakkyo Zuke (vgn),Carrots with Lemon Butter (v),Euro,Turkey Meatloaf,Euro,Chicken Piccata,Euro,Roasted Beets (vgn),Euro
Pickled Radish - Fukujin Zuke (vgn),Italian Quinoa (v),Euro,Oven Roasted Tomato (vgn),Euro,Sauteed Zucchini (vgn),Euro,Baby Carrots with Tarragon (vgn),Euro
Green Bean Almondine (w/nuts) (vgn),Roast Leg of Pork,Euro,Turkey Gravy,Euro,Tamales de Puerco,Euro,Fresh Mushroom Quiche (v),Euro
Chicken Florentine Pizza w/White Sauce,Traditional Cheese Pizza on Wheat (v),Pizza,Tomato Pesto Pizza on Wheat (v),Pizza,Arugula & Artichoke Pizza on White (v),Pizza,Sausage Olive Pizza,Pizza
Roasted Garlic Onion & Pepper Pizza (v),Pesto and Vegetable Pizza on Wheat (v),Pizza,Sausage Olive Pizza,Pizza,Chicken Florentine Pizza w/White Sauce,Pizza,Traditional Cheese Pizza on Wheat (v),Pizza
Classic Miso Soup,Chicken Vegetable Soup,Grill (Cafe),Beef Noodle Soup,Grill (Cafe),Danish Cauliflower Cheese Soup (v),Grill (Cafe),Classic French Onion Soup with Croutons,Grill (Cafe)
Tsoureki (Greek Easter Bread) (v),Hawaiian Sweet Bread (v),Bakery,Double Chocolate Bread (v),Bakery,Pinch Bread (v),Bakery,Chocolate Chip Banana Bread (v),Bakery
Pecan Pie Bar (w/nuts) (v),Black and White Brownie (v),Bakery,Orange Scone (v),Bakery,Banana Coffee Cake (w/nuts) (v),Bakery,Yellow Cake with Chocolate Icing (v),Bakery
Cowboy Cookie Bar (v),Chocolate Matzo Cake Passover Friendl(v),Bakery,Cream Cheese Pie (v),Bakery,Zebra Bar (w/nuts) (v),Bakery,Cookies 'n Cream Cake (v),Bakery
Tabouli Salad (vgn),Egg Salad (v),Deli,Garden Wild Rice Salad (vgn),Deli,Roasted Vegetables (vgn),Deli,Spinach Salad with Honey Dressing (v),Deli
Broccoli Almond Salad (w/nuts) (v),Armenian Salad (vgn),Deli,Ensalada de Nopales (v),Deli,Argentinian Grilled Vegetable (vgn),Deli,Tuna Salad,Deli
Teriyaki Chicken Rice Bowl,Sticky Rice (vgn),Mongolian Grill,Brown Rice (vgn),Mongolian Grill,Vegetable Tagine (vgn),Mongolian Grill,Vegetable Chow Mein (vgn),Mongolian Grill
Vegetable Stir Fry (vgn),Chicken & Vegetable Stir Fry,Mongolian Grill,Stir Fry Noodles with Vegetables (vgn),Mongolian Grill,Spicy Stir Fry Sauce (vgn),Mongolian Grill,Chicken Stir Fry with Green Beans,Mongolian Grill
Vegetable Soup (vgn),Fasolada Soup (vgn),Mongolian Grill,Minestrone Soup (vgn),Mongolian Grill,Potato Leek Soup (v),Mongolian Grill,Hearty Vegetable Soup (vgn),Mongolian Grill
Grilled Ono with Pesto Butter,Green Chili & Cheese Tamales (vgn),Euro,Sauteed Yellow Squash with Herbs (vgn),Euro,Chicken Congee,Euro,Calabacitas (vgn),Euro
Sauteed Zucchini with Garlic (vgn),Tamales de Puerco,Euro,Green Bean Almondine (w/nuts) (vgn),Euro,Roast Leg of Pork,Euro,Turkey Gravy,Euro
Garlic & Caper Butter Sauce (v),Tomato Basil & Garlic Sauce (vgn),Pasta,Fresh Basil Sauce (v),Pasta,Red Clam Sauce,Pasta,Spirals with Marinara Sauce (vgn),Pasta
Onion Bread (v),Garlic Roll (v),Bakery,Parmesan Herb Bread (v),Bakery,Chocolate Chip Banana Bread Pudding (v),Bakery,Sourdough Bread (vgn),Bakery
Macaroon (v),Pandesal (v),Bakery,Cranberry Almond Biscotti (w/nuts) (v),Bakery,Chocolate Macaroon (v),Bakery,Danish Pastry (w/nuts) (v),Bakery
Chocolate Macaroon (v),Cranberry Almond Biscotti (w/nuts) (v),Bakery,Danish Pastry (w/nuts) (v),Bakery,Assorted Bagels & Condiments,Bakery,Macaroon (v),Bakery
Apple Matzo Kugel (w/nuts) (v),Chocoflan (v),Bakery,Panna Cotta,Bakery,Pumpkin Crisp (v),Bakery,Pao de Queijo (v),Bakery
Matzo Ball Soup,Vegetable Beef Soup,Mongolian Grill,Broccoli Garlic Soup (vgn),Mongolian Grill,Far East Vegetable Soup (vgn),Mongolian Grill,Beef Albondigas Soup,Mongolian Grill
Charoset (w/nuts) (v),Esquites,Salads,Mediterranian Couscous (w/nuts) (v),Salads,Colorful Coleslaw (v),Salads,Jicama Pico De Gallo (vgn),Salads
Pasta Salad with Smoked Salmon,Pasta Salad with Spinach & Feta (v),Salads,Tossed Antipasta Salad,Salads,Pasta Salad with Grilled Veggies (vgn),Salads,Nicoise Pasta Salad,Salads
White Bean Basque Soup (vgn),Cabbage Soup (vgn),Euro,Matzo Gnocchi Soup,Euro,Yemenite Beef and Potato Stew,Euro,North African Stew (vgn),Euro
BBQ Chicken Sandwich,Philly Cheese Steak Sandwich,Euro,Spicy Meatball Sandwich,Euro,Black Bean Enchilada (v),Euro,Cactus Taco (v),Euro
BBQ Beef Sandwich,Herb Marinated Fish Taco,Euro,Chicken Chile Verde & Black Bean Burrito,Euro,Garden Burger Patty Melt (v),Euro,Chicken Caesar Sandwich,Euro
Buttermilk Pancake (v),Banana Pancake (v),Grill (Cafe),English Muffin Chicken Sausage Sandwich,Grill (Cafe),Peach Chunk Pancake (v),Grill (Cafe),Egg Ham & Cheese English Muffin Sandwich,Grill (Cafe)
Pumpkin Crisp (v),Pao de Queijo (v),Bakery,Apple Matzo Kugel (w/nuts) (v),Bakery,Chocoflan (v),Bakery,Pan con Queso y Jalapeno,Bakery
Strawberry Bread (v),Raisin Bread with Glaze (v),Bakery,Cheese Roll (v),Bakery,Whole Wheat Sourdough Bread (v),Bakery,Ricotta Pepper Bread (v),Bakery
Vegetable Chow Mein (vgn),Green Curry Beef on Rice Noodle,Mongolian Grill,Vegetable Tagine (vgn),Mongolian Grill,Vegetable Pad Thai (w/nuts) (vgn),Mongolian Grill,Brown Rice (vgn),Mongolian Grill
Vegetable Beef Soup,Broccoli Garlic Soup (vgn),Mongolian Grill,Matzo Ball Soup,Mongolian Grill,Far East Vegetable Soup (vgn),Mongolian Grill,Beef Albondigas Soup,Mongolian Grill
Beef Meatloaf,Roast Pork Loin,Euro,Blackened Mahi Mahi,Euro,Spanakopita Triangles (V),Euro,Japanese Curry (v),Euro
French Cut Green Beans (vgn),Ratatouille with White Beans (vgn),Euro,Rice Pilaf with Mushrooms (vgn),Euro,Mashed Potatoes (v),Euro,Sauteed Kale & Collard Greens (vgn),Euro
Black Olive Pizza on Wheat (v),Cheese Pizza on White (v),Pizza,Sausage Mushroom Pizza,Pizza,Tomato Basil Pizza on Wheat (v),Pizza,Olive Mushroom Pizza on Wheat (v),Pizza
Cornbread with Honey Butter (v),Potato Roll (v),Bakery,Jalapeno Cornbread (v),Bakery,Raspberry Scone (v),Bakery,Orange Scone (v),Bakery
Devil's Food Cake with Icing (v),Banana Nut Muffin (w/nuts) (v),Bakery,Very Chocolate Cake w/Chocolate Icing(v),Bakery,Banana Macadamia Nut Cake (w/nuts) (v),Bakery,Blueberry Muffin (vgn),Bakery
Blueberry Coffee Cake (v),Key Lime Pie (v),Bakery,Nut & Seed Bar (w/nuts) (vgn),Bakery,Lemon Bar (v),Bakery,Oatmeal Raisin Cookie (v),Bakery
Chicken Fajitas,Pork Chow Mein,Mongolian Grill,Chicken Pad Thai with Peanut (w/nuts),Mongolian Grill,Teriyaki Beef,Mongolian Grill,Orange Tofu (vgn),Mongolian Grill
Vegetable Fajita (v),Pork Fried Rice,Mongolian Grill,Vegetable Fried Rice (v),Mongolian Grill,Chinese Chicken with Summer Vegetables,Mongolian Grill,Vegetable Yakisoba (v),Mongolian Grill
BBQ Pork Spare Ribs,Roasted Beets (vgn),Euro,Indian Chicken Coconut Curry,Euro,Rotisserie Pork Loin,Euro,Cilantro Lime Salmon,Euro
Guava Rum BBQ Sauce (vgn),Rockfish with Red Curry Sauce,Euro,Fire Roasted Tomato Chipotle Salsa (vgn),Euro,Green Salsa (vgn),Euro,Boneless Breaded Cajun Pork Chop,Euro
Danish Cauliflower Cheese Soup (v),Chicken Vegetable Soup,Grill (Cafe),Classic Miso Soup,Grill (Cafe),Beef Noodle Soup,Grill (Cafe),Thai Tom Ka Soup w/Tofu (vgn),Grill (Cafe)
Grilled Swiss & Tomato on Wheat (v),Shoestring Fries (vgn),Grill (Cafe),Cage Free Eggs Scrambled (v),Grill (Cafe),Cage Free Scrambled Egg Whites (v),Grill (Cafe),Grits (vgn),Grill (Cafe)
Jalapeno Cheddar Roll (v),Whole Wheat Bread (v),Bakery,Whole Wheat Roll (vgn),Bakery,Chocolate Chip Banana Bread Pudding (v),Bakery,Parmesan Herb Bread (v),Bakery
Mocha Coconut Pudding (vgn),Chocolate Pistachio Biscotti (w/nuts)(v),Bakery,Panna Cotta,Bakery,Chocoflan (v),Bakery,Apple Matzo Kugel (w/nuts) (v),Bakery
Bibingka Filipino Coconut Cake (v),Pecan Pie Bar (w/nuts) (v),Bakery,Orange Scone (v),Bakery,Sweet Rice Cake (w/nuts) (vgn),Bakery,Brownie (w/nuts) (v),Bakery
Ginger Beef Stir Fry,Five Spice Vegetable Stir Fry (vgn),Mongolian Grill,Teriyaki Chicken Stir Fry,Mongolian Grill,Lemon Ginger Tofu Stir Fry (vgn),Mongolian Grill,Pork Stir Fry with Green Beans,Mongolian Grill
Far East Vegetable Soup (vgn),Red Curry Coconut Cashew Soup(w/nut)(vgn,Mongolian Grill,Matzo Ball Soup,Mongolian Grill,Vegetable Beef Soup,Mongolian Grill,Hearty Vegetable Soup (vgn),Mongolian Grill
Potato Gorda with Corn (v),Green Beans (vgn),Euro,Spanish Corn (v),Euro,Polenta with Vegetables (vgn),Euro,Potato Vegetable Kugel (v),Euro
Chili Black Bean (vgn),Garlic Mushroom Turnover (v),Euro,Roast Beef,Euro,Steamed Carrots (vgn),Euro,Mushroom Gravy,Euro
Baby Carrots with Tarragon (vgn),Sauteed Zucchini (vgn),Euro,Sauteed Fresh Cauliflower (vgn),Euro,Fresh Broccoli Spears (vgn),Euro,Chili and Noodles (vgn),Euro
Fettuccine (vgn),Whole Wheat Spaghetti (vgn),Pasta,Tomato and Leek Marinara (vgn),Pasta,Baked Rigatoni (v),Pasta,Fettucine Alfredo,Pasta
Whole Wheat Pasta Rigate (vgn),Pasta Pronto (vgn),Pasta,Fresh Tomato Basil Garlic Pasta (vgn),Pasta,Wheat Penne Chard & Sun Dried Tomato(vgn,Pasta,Pasta Carbonara,Pasta
Black Forest Cake (v),Raspberry Swirl Coffee Cake (w/nuts)(vgn,Bakery,Banana Chocolate Bar (vgn),Bakery,White Choc Macadamia Cookie (w/nuts) (v),Bakery,Mexican Wedding Cookie (w/nuts) (vgn),Bakery
Croissant with Ham & Cheese,Eggs Benedict,Grill (Cafe),Denver Omelet,Grill (Cafe),Chicken Sausage Patty,Grill (Cafe),Beefy Eggs Machaca,Grill (Cafe)
Banana Nut Muffin (w/nuts) (v),Devil's Food Cake with Icing (v),Bakery,Very Chocolate Cake w/Chocolate Icing(v),Bakery,Banana Macadamia Nut Cake (w/nuts) (v),Bakery,Chocolate Matzo Cake Passover Friendl(v),Bakery
Argentinian Grilled Vegetable (vgn),Ensalada de Nopales (v),Deli,Tuna Salad,Deli,Armenian Salad (vgn),Deli,Red Potato Salad with Dill (v),Deli
Chicken Shoyu,Steamed Fresh Carrots (vgn),Euro,Fresh Mushroom Quiche (v),Euro,Blackened Mahi Mahi,Euro,Turkey Gravy,Euro
Three Bean Salad (vgn),Asian Noodle Salad (vgn),Salads,Italian Tossed Greens (vgn),Salads,Asparagus w/Lemon & Matzo Salad (v),Salads,Chicken Caesar Salad,Salads
Confetti Pasta Salad,Pasta Salad with Grilled Veggies (vgn),Salads,Tossed Antipasta Salad,Salads,Pasta Salad with Spinach & Feta (v),Salads,Pasta Salad with Smoked Salmon,Salads
Pineapple & Jalapeno Pizza on Wheat (v),Three Cheese Pizza on Wheat (v),Pizza,Pepperoni Pizza,Pizza,Vegetable & Jalapeno Pizza on Wheat (v),Pizza,Sausage Pizza,Pizza
Carrot and Ginger Soup (vgn),Potato Cheese Soup (v),Grill (Cafe),Greek Avgolemono Soup,Grill (Cafe),Egg Drop Soup,Grill (Cafe),Cream of Tomato Basil Soup (v),Grill (Cafe)
Pork Sisig,Grilled Cheese Chile & Veggie on Sour(v,Grill (Cafe),Grilled Cheddar on Wheat (v),Grill (Cafe),Machaca de Jalisco Eggs,Grill (Cafe),Steak Fries (vgn),Grill (Cafe)
Roll Herb Whole Wheat (v),Cinnamon Roll (v),Bakery,Cracked Wheat Bread (v),Bakery,Lemon Bread (v),Bakery,Chocolate Chip Banana Bread (v),Bakery
Baba au Rum (v),Assorted Bagels & Condiments,Bakery,Baklava (w/nuts) (v),Bakery,Danish Pastry (w/nuts) (v),Bakery,Cranberry Almond Biscotti (w/nuts) (v),Bakery
Armenian Salad (vgn),Ensalada de Nopales (v),Deli,Argentinian Grilled Vegetable (vgn),Deli,Tuna Salad,Deli,Red Potato Salad with Dill (v),Deli
Teriyaki Chicken Stir Fry,Ginger Beef Stir Fry,Mongolian Grill,Vegetable & Tofu Stir Fry (vgn),Mongolian Grill,Five Spice Vegetable Stir Fry (vgn),Mongolian Grill,Lemon Ginger Tofu Stir Fry (vgn),Mongolian Grill
Traditional Teriyaki Sauce (vgn),Garlic Shawarma Sauce (vgn),Mongolian Grill,Thai Peanut Sauce (w/nuts) (vgn),Mongolian Grill,Thai Sweet Chili Sauce (vgn),Mongolian Grill,Common Thresher Shark w/Chermoula Sauce,Mongolian Grill
Spicy Black Bean Soup (v),Tortilla Chicken Soup,Mongolian Grill,Beef Albondigas Soup,Mongolian Grill,Broccoli Garlic Soup (vgn),Mongolian Grill,Vegetable Beef Soup,Mongolian Grill
Turkey Breast,Turkey Pastitsio,Euro,Chicken Congee,Euro,Calabacitas (vgn),Euro,Country Gravy,Euro
Herb Stuffing,Couscous (vgn),Euro,Tonkatsu,Euro,Eggplant Parmigiano (v),Euro,Japanese Curry (v),Euro
Potato Garlic Mashed (v),Indian Lentils w/Long Grain Rice (vgn),Euro,Fresh Corn on the Cob (vgn),Euro,Baked Acorn Squash (v),Euro,Steamed Vegetables & Brown Rice (vgn),Euro
Rotini Pasta (vgn),Linguini Pasta (vgn),Pasta,Penne Pasta (vgn),Pasta,Bowtie Pasta (vgn),Pasta,Pasta Shells w/Eggplant & Marinara (vgn),Pasta
Roasted Pepper Tomato Sausage Sauce,Creamy Rosemary Sauce (v),Pasta,Marinara Sauce (vgn),Pasta,Sun Dried Tomato Sauce (vgn),Pasta,Meat Sauce,Pasta
Rigatoni Pasta (vgn),Whole Wheat Penne Pasta (vgn),Pasta,Pasta Primavera (v),Pasta,Spaghetti Pasta (vgn),Pasta,Angel Hair Pasta (vgn),Pasta
Pesto Bread (v),Pinch Bread (v),Bakery,Cheese Onion Roll (v),Bakery,Hawaiian Sweet Bread (v),Bakery,Tsoureki (Greek Easter Bread) (v),Bakery
Riccotta Cheesecake w/Berry Compote (v),Magic Walnut Cookie Bar (w/nuts) (v),Bakery,Tres Leches Cake (v),Bakery,Blueberry Crumb Pie (vgn),Bakery,Apple Crumb Pie (vgn),Bakery
Banana Pancake (v),Buttermilk Pancake (v),Grill (Cafe),English Muffin Chicken Sausage Sandwich,Grill (Cafe),Peach Chunk Pancake (v),Grill (Cafe),Egg Ham & Cheese English Muffin Sandwich,Grill (Cafe)
Cage Free Scrambled Eggs w/Ham & Cheese,Western Hash Browns (vgn),Grill (Cafe),Grilled Cheese on Sourdough (v),Grill (Cafe),Quinoa (vgn),Grill (Cafe),Grilled Ham & Swiss on Sourdough,Grill (Cafe)
Cranberry Orange Bread (w/nuts) (v),Sourdough Bread (vgn),Bakery,Pesto Roll (v),Bakery,Graham Bread (v),Bakery,Roasted Garlic Bread (v),Bakery
African Spiced Seitan (vgn),Vietnamese Vermicelli Shrimp,Mongolian Grill,Carnitas Tortas,Mongolian Grill,Sesame Beef with Broccoli,Mongolian Grill,Ground Beef Fajita,Mongolian Grill
Common Thresher Shark w/Chermoula Sauce,Armenian Mint Yogurt Sauce,Mongolian Grill,Garlic Shawarma Sauce (vgn),Mongolian Grill,Traditional Teriyaki Sauce (vgn),Mongolian Grill,Thai Peanut Sauce (w/nuts) (vgn),Mongolian Grill
Japanese Potato Salad,Passover Quinoa Salad (vgn),Salads,Bermuda Salad (v),Salads,Caesar Salad,Salads,Carrot & Raisin Salad (v),Salads
Chinese Broccoli Salad (vgn),Quinoa Salad w/Lemon Herb Veggies (vgn),Salads,Waldorf Walnut Salad (w/nuts) (v),Salads,Italian Bread Salad (v),Salads,Carrot & Raisin Salad (v),Salads
Tossed Antipasta Salad,Pasta Salad with Grilled Veggies (vgn),Salads,Pasta Salad with Spinach & Feta (v),Salads,Pasta Salad with Smoked Salmon,Salads,Nicoise Pasta Salad,Salads
Tonkatsu,Couscous (vgn),Euro,Herb Stuffing,Euro,Japanese Curry (v),Euro,Spanakopita Triangles (V),Euro
Corn Quesadilla (v),Cheeseburger,Grill (Cafe),Gardenburger (v),Grill (Cafe),Grass Fed Burger,Grill (Cafe),Grilled Chicken Burger,Grill (Cafe)
Mandarin Orange Cake (v),Pecan Pie Bar (w/nuts) (v),Bakery,Orange Scone (v),Bakery,Sweet Rice Cake (w/nuts) (vgn),Bakery,Brownie (w/nuts) (v),Bakery
Black and White Brownie (v),Pecan Pie Bar (w/nuts) (v),Bakery,Orange Scone (v),Bakery,Sweet Rice Cake (w/nuts) (vgn),Bakery,Brownie (w/nuts) (v),Bakery
White Choc Macadamia Cookie (w/nuts) (v),Mexican Wedding Cookie (w/nuts) (vgn),Bakery,Black Forest Cake (v),Bakery,Cinnamon Coffee Cake (v),Bakery,Raspberry Swirl Coffee Cake (w/nuts)(vgn,Bakery
Ground Beef Fajita,Carnitas Tortas,Mongolian Grill,Sesame Beef with Broccoli,Mongolian Grill,Vietnamese Vermicelli Shrimp,Mongolian Grill,African Spiced Seitan (vgn),Mongolian Grill
Chicken Rice Soup,Cream of Broccoli Soup (v),Mongolian Grill,Ham & Navy Bean Soup,Mongolian Grill,Spaghetti Soup (vgn),Mongolian Grill,Fasolada Soup (vgn),Mongolian Grill
Roast Leg of Pork,Turkey Gravy,Euro,Green Bean Almondine (w/nuts) (vgn),Euro,Fresh Mushroom Quiche (v),Euro,Steamed Fresh Carrots (vgn),Euro
Meat Sauce,Sun Dried Tomato Sauce (vgn),Pasta,Marinara Sauce with Sausage,Pasta,Red Clam Sauce,Pasta,Fresh Basil Sauce (v),Pasta
Roasted Garlic Bread (v),Focaccia Bread (vgn),Bakery,Graham Bread (v),Bakery,Irish Soda Bread (v),Bakery,Pesto Roll (v),Bakery
